id,value
id_132,59.2392325826613
id_133,15.140536347636079
id_134,14.166409535077674
id_135,2.710933601333888
id_136,12.443561751782294
id_137,58.6675200829673
id_138,20.478222095995584
id_139,5.393678387732512
id_140,29.05675776002947
id_141,25.30416634012954
id_142,45.31023267457668
id_143,30.82267928337057
id_144,18.28094314506384
id_145,26.053515695635692
id_146,12.106974595543129
id_147,52.010941196100234
id_148,23.767764414141418
id_149,38.413633728389215
id_150,10.290678038289553
id_151,8.125560385008406
id_152,23.581023264642884
id_153,6.330707863146728
id_154,15.225804076944913
id_155,41.29821971764272
id_156,7.847482501683044
id_157,36.21738609715356
id_158,11.013110475196589
id_159,18.61762059263236
id_160,41.518374177343944
id_161,19.384490345612054
id_162,13.215199866862637
id_163,7.979129758114014
id_164,52.61942658495772
id_165,31.06620410692535
id_166,-0.29975209145768167
id_167,16.447211105138557
id_168,63.691522462860135
id_169,14.356637081594144
id_170,63.65493047773734
id_171,39.44547044382809
id_172,26.806373755216885
id_173,20.445918445673605
id_174,60.72636409573892
id_175,25.22678385001115
id_176,20.959259006862474
id_177,37.45982824587278
id_178,12.558391154842305
id_179,31.14962228017104
id_180,16.585424233698784
id_181,11.882990986108059
id_182,55.64218872818969
id_183,46.425567922675526
id_184,15.459585738012
id_185,35.147278066746125
id_186,26.143311850405773
id_187,68.94621337608349
id_188,9.982457854016642
id_189,57.87009996631539
id_190,38.49300261370184
id_191,15.550295666181931
id_192,29.06334847407329
id_193,0.3786750870128267
id_194,19.086635714729596
id_195,0.9133486452134528
id_196,33.742983225114614
id_197,10.530717611321183
id_198,18.990036590913252
id_199,60.20948951891059
id_200,24.884810213002932
id_201,25.728870792245225
id_202,64.44782903198956
id_203,10.603883699210323
id_204,9.412208912075878
id_205,11.214901572384685
id_206,7.342362325179989
id_207,1.757613816286636
id_208,123.94689900108686
id_209,20.644151367287677
id_210,16.223470976014195
id_211,13.940524167489023
id_212,36.27416154990791
id_213,36.00594864933506
id_214,18.825312422631736
id_215,34.764433199704534
id_216,78.74572022825978
id_217,0.420087664689323
id_218,12.916860084832335
id_219,31.977094347185474
id_220,14.970029300715954
id_221,12.618336923716448
id_222,113.26494048871932
id_223,12.938643075299057
id_224,16.275587500454126
id_225,64.03954844061658
id_226,16.123284015170793
id_227,20.220962135644754
id_228,10.384163407491226
id_229,4.0200842648995945
id_230,46.174902234507435
id_231,12.696049356711566
id_232,53.9530533738644
id_233,42.65403754123671
id_234,25.03994557744293
id_235,41.05561084447425
id_236,69.1418510160157
id_237,42.11403746062944
id_238,11.015129684306885
id_239,18.207492554179588
